stage,method,target_bitrate_kbps,actual_bitrate_kbps,sigma,video,seed,psnr,ssim,vmaf,msssim,epsnr,psnrb,gbim,mepr
pre_x264,noisy,,,15,akiyo,,26.384562,0.603662,nan,nan,23.48352366794347,18.778010035921277,20.402006163517793,0.04215714296553267
pre_x264,hqdn3d,,,15,akiyo,,26.425822,0.602968,nan,nan,23.514441124918118,18.831874925036953,20.02713534500599,0.042806845336192376
pre_x264,dwt,,,15,akiyo,,29.332794,0.69402,nan,nan,25.90193722832958,21.615540351656872,15.191461909376155,0.06344252228367794
pre_x264,gaussian,,,15,akiyo,,32.330429,0.902291,nan,nan,23.737293453593157,29.3466260097493,3.092673410111637,0.18170595005874368
pre_x264,prop,,,15,akiyo,,34.946619,0.87533,nan,nan,29.98980114576863,31.49733892594287,6.478897470692529,0.2082595979341907
post_x264,base,100,104.855,15,akiyo,,33.044331,0.874802,nan,nan,25.850862226038842,30.420975959257905,4.208873263364542,0.5426078180390548
post_x264,base,200,205.284,15,akiyo,,33.191623,0.865856,nan,nan,26.786552669590336,30.34895027509158,4.885043492790586,0.280070087892912
post_x264,base,300,305.194,15,akiyo,,32.617971,0.837372,nan,nan,26.848225569610452,28.579623741821184,6.280311122716648,0.17664014691148944
post_x264,base,400,406.543,15,akiyo,,32.105136,0.81348,nan,nan,26.860621450681688,27.297690467100292,7.283621428501515,0.14205988435514885
post_x264,base,500,508.654,15,akiyo,,31.717346,0.794438,nan,nan,26.901203726235316,26.410805785184994,7.9854237086395505,0.12201626234511052
post_x264,nr,100,104.968,15,akiyo,,33.053586,0.876052,nan,nan,25.80108548516606,30.417291148929333,4.144326672735104,0.5418594329339916
post_x264,nr,200,205.166,15,akiyo,,33.204573,0.866507,nan,nan,26.854071304857126,30.363783765671048,4.933551034989989,0.2749381256233251
post_x264,nr,300,305.13,15,akiyo,,32.611468,0.83746,nan,nan,26.884814481167876,28.67594057203781,6.263621379562511,0.17703045003214304
post_x264,nr,400,406.853,15,akiyo,,32.100857,0.813234,nan,nan,26.824841583535303,27.36573999609144,7.262530100982136,0.14179422880017925
post_x264,nr,500,508.589,15,akiyo,,31.728216,0.794819,nan,nan,26.925393144921827,26.41705561497046,7.994749275003637,0.12222849769758411
post_x264,hqdn3d,100,105.078,15,akiyo,,33.022359,0.87401,nan,nan,25.756554584835197,30.3539738374044,4.138734870856964,0.5244105121743372
post_x264,hqdn3d,200,204.896,15,akiyo,,33.195154,0.866161,nan,nan,26.83205262073711,30.37714688478705,4.9071364898290755,0.28418333978018323
post_x264,hqdn3d,300,305.106,15,akiyo,,32.625326,0.838036,nan,nan,26.90375793560445,28.656276930815817,6.257309606306699,0.1791472968935651
post_x264,hqdn3d,400,407.257,15,akiyo,,32.127128,0.814123,nan,nan,26.85732179301893,27.34068518686191,7.22901461842959,0.14218565766414132
post_x264,hqdn3d,500,509.684,15,akiyo,,31.736871,0.795067,nan,nan,26.92900350245975,26.445666916507903,7.972332785915635,0.12316826961690168
post_x264,dwt,100,101.852,15,akiyo,,34.176538,0.906141,nan,nan,26.175689112712636,31.018942827397193,3.894259774866606,0.6864841872561206
post_x264,dwt,200,202.722,15,akiyo,,34.491164,0.899601,nan,nan,27.485951940275022,31.58611688310455,4.36969173497153,0.3731756833645109
post_x264,dwt,300,303.696,15,akiyo,,34.329947,0.886298,nan,nan,27.942739637515068,31.12687436472599,4.913847323945433,0.276230884213555
post_x264,dwt,400,403.647,15,akiyo,,34.075744,0.871436,nan,nan,28.173780228907397,30.07280676768437,5.605896172760272,0.21575822554515567
post_x264,dwt,500,505.894,15,akiyo,,33.793107,0.857981,nan,nan,28.258955074929354,29.056954089346345,6.242583914658769,0.18757580711666585
post_x264,gaussian,100,103.105,15,akiyo,,31.49553,0.90386,nan,nan,22.504133245258764,28.422300884505827,2.4233280426776065,0.7327541919730151
post_x264,gaussian,200,203.557,15,akiyo,,31.853227,0.908611,nan,nan,22.958979728242053,28.910747376749626,2.4863122993500895,0.45759406357337074
post_x264,gaussian,300,304.187,15,akiyo,,32.063394,0.910362,nan,nan,23.258226762499838,29.168397060351044,2.5205610804193648,0.354926009813322
post_x264,gaussian,400,404.509,15,akiyo,,32.200078,0.911038,nan,nan,23.403768271948866,29.28567589135072,2.52315961560511,0.3083710705307158
post_x264,gaussian,500,504.703,15,akiyo,,32.271423,0.910734,nan,nan,23.517878344306734,29.363898969819225,2.5784506366265085,0.2773826506044996
post_x264,prop,100,102.959,15,akiyo,,34.768615,0.930204,nan,nan,26.04490519315601,31.416768575973446,3.397244702702552,0.8207314973087473
post_x264,prop,200,205.464,15,akiyo,,35.354139,0.927984,nan,nan,27.555933663586547,32.57996278728323,3.632121465555331,0.6027132405687664
post_x264,prop,300,306.731,15,akiyo,,35.564404,0.923305,nan,nan,28.157048904491813,32.75417404185072,3.9367643524111546,0.4704008735040726
post_x264,prop,400,408.525,15,akiyo,,35.647617,0.918531,nan,nan,28.626776459596165,32.84147164469024,4.171374242144591,0.42034329282379185
post_x264,prop,500,509.587,15,akiyo,,35.679173,0.914156,nan,nan,28.910390205036716,32.81125219452194,4.416533722118751,0.3692056701926028
