Video,Sigma,Method,pre_delta_psnr,post_delta_psnr,codec_gain_psnr,win_rate_psnr,pre_delta_msssim,post_delta_msssim,codec_gain_msssim,win_rate_msssim,pre_delta_psnrb,post_delta_psnrb,codec_gain_psnrb,win_rate_psnrb,pre_delta_epsnr,post_delta_epsnr,codec_gain_epsnr,win_rate_epsnr,pre_delta_ssim,post_delta_ssim,codec_gain_ssim,win_rate_ssim,pre_delta_gbim,post_delta_gbim,codec_gain_gbim,win_rate_gbim,pre_delta_mepr,post_delta_mepr,codec_gain_mepr,win_rate_mepr
akiyo,10,gaussian,2.9590260000000015,-2.6406367999999985,-5.5996628,0.0,nan,nan,nan,nan,7.6396446233193736,-2.262044559766477,-9.90168918308585,0.0,-3.06453277380146,-5.136686862102932,-2.072154088301472,0.0,0.21991800000000006,0.023822600000000006,-0.19609540000000006,0.8,11.748059369302101,2.4308708821325102,-9.317188487169592,1.0,0.2032170023098439,0.20442551322650981,0.0012085109166659058,1.0
akiyo,10,prop,6.877011000000003,2.100451400000003,-4.776559600000001,1.0,nan,nan,nan,nan,10.052904177875025,2.4819692655072125,-7.570934912367813,1.0,5.615077128672933,1.2341248153138806,-4.380952313359052,1.0,0.19596800000000003,0.04169540000000001,-0.15427260000000004,1.0,8.130653307717262,0.8923309084057628,-7.2383223993115,1.0,0.18534311719520186,0.2615569829584813,0.07621386576327943,1.0
akiyo,15,nr,nan,0.004458600000001667,nan,0.6,nan,nan,nan,nan,nan,0.03635297384882748,nan,0.8,nan,0.008548071498311317,nan,0.6,nan,0.00042480000000004735,nan,0.8,nan,0.008898910547892847,nan,0.6,nan,-0.0011086928912984906,nan,0.4
akiyo,15,hqdn3d,0.041260000000001185,0.006086200000001441,-0.03517379999999974,0.8,nan,nan,nan,nan,0.05386488911567611,0.02314070558422543,-0.030724183531450677,0.8,0.03091745697464887,0.006244958899760178,-0.024672498074888694,0.6,-0.0006940000000000834,0.0002898000000000067,0.0009838000000000902,0.8,0.37487081851180193,0.027748928934975582,-0.3471218895768263,0.8,0.0006497023706597063,-0.0020598246829174106,-0.002709527053577117,0.8
akiyo,15,dwt,2.948232000000001,1.6380185999999994,-1.3102134000000014,1.0,nan,nan,nan,nan,2.837530315735595,1.9607297407604982,-0.8768005749750969,1.0,2.41841356038611,0.9579300704365685,-1.4604834899495416,1.0,0.09035799999999994,0.04710180000000001,-0.043256199999999925,1.0,5.210544254141638,1.123398818962046,-4.0871454351795915,1.0,0.021285379318145274,0.0951661175904585,0.07388073827231323,1.0
akiyo,15,gaussian,5.945867000000003,-0.5585509999999999,-6.504418000000003,0.4,nan,nan,nan,nan,10.568615973828024,0.4185947908640976,-10.150021182963926,0.6,0.25376978564968766,-3.5208958579800758,-3.7746656436297634,0.0,0.2986289999999999,0.07173140000000003,-0.2268975999999999,1.0,17.309332753406157,3.6222922682668326,-13.687040485139324,1.0,0.13954880709321102,0.17352675739024154,0.03397795029703052,1.0
akiyo,15,prop,8.562057,2.8675082000000005,-5.694548799999999,1.0,nan,nan,nan,nan,12.719328890021593,3.8691166031727233,-8.850212286848869,1.0,6.5062774778251615,1.2095177567421231,-5.296759721083038,1.0,0.271668,0.08564640000000004,-0.18602159999999998,1.0,13.923108692825263,2.2178469062160926,-11.70526178660917,1.0,0.16610245496865803,0.28400007497085306,0.11789762000219503,1.0
foreman,0,nr,nan,-0.019173599999997747,nan,0.0,nan,nan,nan,nan,nan,-0.004240990203696527,nan,0.2,nan,0.005859547007138843,nan,0.6,nan,-0.0002810000000000201,nan,0.2,nan,-0.00973223444299034,nan,0.2,nan,0.0004042582880588785,nan,0.4
foreman,0,hqdn3d,nan,-0.09426899999999919,nan,0.0,nan,nan,nan,nan,-103.8114885611607,-0.01684187778706985,103.79464668337363,0.4,-101.92004372524997,0.08853579944602501,102.00857952469599,1.0,-0.009928999999999966,-0.002404600000000023,0.007524399999999942,0.0,0.7470469192198843,0.08804002091792781,-0.6590068983019565,1.0,-0.13435563506355497,-0.020773436630885156,0.11358219843266981,0.0
foreman,0,dwt,nan,-1.038025599999998,nan,0.0,nan,nan,nan,nan,-115.23940935962071,-0.8433462067561592,114.39606315286454,0.0,-116.19844728428025,-1.1839220728520772,115.01452521142818,0.0,-0.029160999999999992,-0.01298539999999999,0.016175600000000002,0.0,-0.5953098992415864,0.2610016908425335,0.8563115900841198,1.0,-0.29288682914047814,-0.1105354885993138,0.18235134054116436,0.0
foreman,0,gaussian,nan,-5.2282888,nan,0.0,nan,nan,nan,nan,-120.37987628582047,-5.3870120047051815,114.99286428111529,0.0,-125.60009710098586,-6.211352874101626,119.38874422688424,0.0,-0.08981300000000003,-0.049035200000000036,0.040777799999999996,0.0,2.6725528506269782,1.5106859210180428,-1.1618669296089355,1.0,-0.35108821739447615,-0.19702149500816205,0.1540667223863141,0.0
foreman,0,prop,nan,-0.05906539999999936,nan,0.2,nan,nan,nan,nan,-98.73634567759063,-0.009590282063994949,98.72675539552664,0.4,-98.74407222309051,-0.01914465940425032,98.72492756368626,0.2,-0.0013300000000000534,-0.0005530000000000035,0.0007770000000000499,0.0,0.21997495546550727,0.027757259751445496,-0.19221769571406178,0.8,-0.03833872869578259,-0.007424975686420132,0.030913753009362454,0.0
