Video,Sigma,Method,pre_delta_psnr,post_delta_psnr,codec_gain_psnr,bd_rate_psnr,mean_delta_psnr,low_bitrate_delta_psnr,win_rate_psnr,pre_delta_msssim,post_delta_msssim,codec_gain_msssim,bd_rate_msssim,mean_delta_msssim,low_bitrate_delta_msssim,win_rate_msssim,pre_delta_psnrb,post_delta_psnrb,codec_gain_psnrb,bd_rate_psnrb,mean_delta_psnrb,low_bitrate_delta_psnrb,win_rate_psnrb,pre_delta_epsnr,post_delta_epsnr,codec_gain_epsnr,bd_rate_epsnr,mean_delta_epsnr,low_bitrate_delta_epsnr,win_rate_epsnr,pre_delta_ssim,post_delta_ssim,codec_gain_ssim,bd_rate_ssim,mean_delta_ssim,low_bitrate_delta_ssim,win_rate_ssim,pre_delta_gbim,post_delta_gbim,codec_gain_gbim,bd_rate_gbim,mean_delta_gbim,low_bitrate_delta_gbim,win_rate_gbim,pre_delta_mepr,post_delta_mepr,codec_gain_mepr,bd_rate_mepr,mean_delta_mepr,low_bitrate_delta_mepr,win_rate_mepr,pre_delta_vmaf,post_delta_vmaf,codec_gain_vmaf,bd_rate_vmaf,mean_delta_vmaf,low_bitrate_delta_vmaf,win_rate_vmaf
akiyo,10,nr,nan,-0.0036731999999972233,nan,1.9807638363596114,-0.0036731999999972233,-0.010756333333330778,0.4,nan,nan,nan,nan,nan,nan,nan,nan,-0.000864923112782634,nan,-4.608865352398473,-0.000864923112782634,-0.0053409461232583055,0.6,nan,0.006310916153923074,nan,-9.434262211542366,0.006310916153923074,0.004181589478590079,0.6,nan,-0.00019299999999999873,nan,-0.8001246949755902,-0.00019299999999999873,-0.00030599999999999145,0.4,nan,-0.010759977613902193,nan,,-0.010759977613902193,-0.007812564669396357,0.6,nan,-0.0013239011306678873,nan,-0.024500564929785806,-0.0013239011306678873,-0.001955248025188816,0.2,nan,nan,nan,nan,nan,nan,nan
akiyo,10,hqdn3d,0.14170199999999866,0.04921080000000018,-0.09249119999999848,2.557265567987832,0.04921080000000018,0.035463999999999864,1.0,nan,nan,nan,nan,nan,nan,nan,0.17976221386794222,-0.013831141648720546,-0.19359335551666276,1.692620912659959,-0.013831141648720546,-0.05397396475608929,0.4,0.08899469892036649,0.022985044509676554,-0.06600965441068993,-19.554945790909095,0.022985044509676554,0.009775004582864474,0.6,0.003178000000000014,0.0008836000000000289,-0.0022943999999999855,1.8198835772865296,0.0008836000000000289,0.00036366666666668806,0.8,0.6032315454517487,0.00018362438057222262,-0.6030479210711766,,0.00018362438057222262,-0.015596068310457975,0.4,0.0025406582750404985,0.0042554224258676,0.0017147641508271014,1.5491254155047152,0.0042554224258676,0.005302224852194726,0.6,nan,nan,nan,nan,nan,nan,nan
akiyo,10,dwt,4.021957999999998,1.602994400000003,-2.418963599999995,nan,1.602994400000003,1.1941740000000038,1.0,nan,nan,nan,nan,nan,nan,nan,3.8949815567848383,1.678795602070324,-2.216185954714514,434.018329707801,1.678795602070324,0.9642453248204047,1.0,2.810057190161011,0.9548479019511931,-1.855209288209818,-43.783706429110666,0.9548479019511931,0.6519428911413515,1.0,0.127923,0.03434740000000003,-0.09357559999999998,nan,0.03434740000000003,0.02353800000000006,1.0,4.534828210118908,0.687342767374744,-3.8474854427441643,,0.687342767374744,0.341804404323784,1.0,0.055388925962990866,0.15353495457743288,0.09814602861444202,61.866891612066375,0.15353495457743288,0.1455959520310237,1.0,nan,nan,nan,nan,nan,nan,nan
akiyo,10,gaussian,2.9590260000000015,-2.6406367999999985,-5.5996628,nan,-2.6406367999999985,-3.025792999999998,0.0,nan,nan,nan,nan,nan,nan,nan,7.6396446233193736,-2.262044559766477,-9.90168918308585,nan,-2.262044559766477,-3.0657612313062343,0.0,-3.06453277380146,-5.136686862102932,-2.072154088301472,nan,-5.136686862102932,-4.919086436210623,0.0,0.21991800000000006,0.023822600000000006,-0.19609540000000006,7.5256299618445155,0.023822600000000006,0.007176000000000034,0.8,11.748059369302101,2.4308708821325102,-9.317188487169592,,2.4308708821325102,1.8434936819747865,1.0,0.2032170023098439,0.20442551322650981,0.0012085109166659058,83.89175379341845,0.20442551322650981,0.1877703469572267,1.0,nan,nan,nan,nan,nan,nan,nan
akiyo,10,prop,6.877011000000003,2.100451400000003,-4.776559600000001,nan,2.100451400000003,1.671395000000004,1.0,nan,nan,nan,nan,nan,nan,nan,10.052904177875025,2.4819692655072125,-7.570934912367813,-56.761761761749696,2.4819692655072125,1.5528660273799215,1.0,5.615077128672933,1.2341248153138806,-4.380952313359052,-46.93616916935767,1.2341248153138806,0.9253716202217402,1.0,0.19596800000000003,0.04169540000000001,-0.15427260000000004,nan,0.04169540000000001,0.03052033333333337,1.0,8.130653307717262,0.8923309084057628,-7.2383223993115,,0.8923309084057628,0.5140507301699158,1.0,0.18534311719520186,0.2615569829584813,0.07621386576327943,145.64078054893287,0.2615569829584813,0.24341362484459275,1.0,nan,nan,nan,nan,nan,nan,nan
akiyo,15,nr,nan,0.004458600000001667,nan,-0.48286174454269526,0.004458600000001667,0.005234000000003884,0.6,nan,nan,nan,nan,nan,nan,nan,nan,0.03635297384882748,nan,0.7612383847989346,0.03635297384882748,0.03582183682250791,0.8,nan,0.008548071498311317,nan,3180930287887.3447,0.008548071498311317,0.01811026865047675,0.6,nan,0.00042480000000004735,nan,0.9796207436750137,0.00042480000000004735,0.0006630000000000432,0.8,nan,0.008898910547892847,nan,,0.008898910547892847,0.010909597194724027,0.6,nan,-0.0011086928912984906,nan,-1.056209316861867,-0.0011086928912984906,-0.0018300147513321448,0.4,nan,nan,nan,nan,nan,nan,nan
akiyo,15,hqdn3d,0.041260000000001185,0.006086200000001441,-0.03517379999999974,0.25911151051081216,0.006086200000001441,-0.0036953333333305713,0.8,nan,nan,nan,nan,nan,nan,nan,0.05386488911567611,0.02314070558422543,-0.030724183531450677,-2.011226956392509,0.02314070558422543,0.01261589227886617,0.8,0.03091745697464887,0.006244958899760178,-0.024672498074888694,-98.9023504044421,0.006244958899760178,0.002241558645708371,0.6,-0.0006940000000000834,0.0002898000000000067,0.0009838000000000902,0.4451446806323034,0.0002898000000000067,5.8999999999994244e-05,0.8,0.37487081851180193,0.027748928934975582,-0.3471218895768263,,0.027748928934975582,0.023682303959679036,0.8,0.0006497023706597063,-0.0020598246829174106,-0.002709527053577117,-2.576030227674364,-0.0020598246829174106,-0.0038589679984568914,0.8,nan,nan,nan,nan,nan,nan,nan
akiyo,15,dwt,2.948232000000001,1.6380185999999994,-1.3102134000000014,nan,1.6380185999999994,1.3812413333333329,1.0,nan,nan,nan,nan,nan,nan,nan,2.837530315735595,1.9607297407604982,-0.8768005749750969,112.60252243117561,1.9607297407604982,1.4607946996856878,1.0,2.41841356038611,0.9579300704365685,-1.4604834899495416,172.85209244362883,0.9579300704365685,0.7062467417543653,1.0,0.09035799999999994,0.04710180000000001,-0.043256199999999925,142.1124171516414,0.04710180000000001,0.038003333333333354,1.0,5.210544254141638,1.123398818962046,-4.0871454351795915,,1.123398818962046,0.7321430150294023,1.0,0.021285379318145274,0.0951661175904585,0.07388073827231323,20.39849970960248,0.0951661175904585,0.11219090066357677,1.0,nan,nan,nan,nan,nan,nan,nan
akiyo,15,gaussian,5.945867000000003,-0.5585509999999999,-6.504418000000003,-44.56862326404707,-0.5585509999999999,-1.1472579999999983,0.4,nan,nan,nan,nan,nan,nan,nan,10.568615973828024,0.4185947908640976,-10.150021182963926,-30.654467539048134,0.4185947908640976,-0.9493682181880571,0.6,0.25376978564968766,-3.5208958579800758,-3.7746656436297634,nan,-3.5208958579800758,-3.5881002430796585,0.0,0.2986289999999999,0.07173140000000003,-0.2268975999999999,nan,0.07173140000000003,0.048267666666666674,1.0,17.309332753406157,3.6222922682668326,-13.687040485139324,,3.6222922682668326,2.648008818808238,1.0,0.13954880709321102,0.17352675739024154,0.03397795029703052,46.974960889581595,0.17352675739024154,0.18198540417208386,1.0,nan,nan,nan,nan,nan,nan,nan
akiyo,15,prop,8.562057,2.8675082000000005,-5.694548799999999,nan,2.8675082000000005,2.277744333333336,1.0,nan,nan,nan,nan,nan,nan,nan,12.719328890021593,3.8691166031727233,-8.850212286848869,nan,3.8691166031727233,2.467118476312242,1.0,6.5062774778251615,1.2095177567421231,-5.296759721083038,180.20599413499002,1.2095177567421231,0.7574157653315794,1.0,0.271668,0.08564640000000004,-0.18602159999999998,nan,0.08564640000000004,0.06782100000000006,1.0,13.923108692825263,2.2178469062160926,-11.70526178660917,,2.2178469062160926,1.4693657860675795,1.0,0.16610245496865803,0.28400007497085306,0.11789762000219503,112.33225172558451,0.28400007497085306,0.29817585284604337,1.0,nan,nan,nan,nan,nan,nan,nan
foreman,0,nr,nan,-0.019173599999997747,nan,0.5002082310492817,-0.019173599999997747,-0.01989199999999869,0.0,nan,nan,nan,nan,nan,nan,nan,nan,-0.004240990203696527,nan,0.04760102415015677,-0.004240990203696527,0.0031068699312181516,0.2,nan,0.005859547007138843,nan,-0.2854449682716975,0.005859547007138843,0.019416861439919348,0.6,nan,-0.0002810000000000201,nan,0.9230169620653372,-0.0002810000000000201,-0.0004503333333333674,0.2,nan,-0.00973223444299034,nan,,-0.00973223444299034,-0.01713981243777714,0.2,nan,0.0004042582880588785,nan,-1.7301531308416163,0.0004042582880588785,0.0006034555593276517,0.4,nan,nan,nan,nan,nan,nan,nan
foreman,0,hqdn3d,nan,-0.09426899999999919,nan,1.6817205808159041,-0.09426899999999919,-0.06855533333333479,0.0,nan,nan,nan,nan,nan,nan,nan,-103.8114885611607,-0.01684187778706985,103.79464668337363,-0.08468748856831354,-0.01684187778706985,0.024983625525410485,0.4,-101.92004372524997,0.08853579944602501,102.00857952469599,-1.483455627189234,0.08853579944602501,0.08602875294361449,1.0,-0.009928999999999966,-0.002404600000000023,0.007524399999999942,3.5403103793474333,-0.002404600000000023,-0.0018903333333333643,0.0,0.7470469192198843,0.08804002091792781,-0.6590068983019565,,0.08804002091792781,0.06405787992512746,1.0,-0.13435563506355497,-0.020773436630885156,0.11358219843266981,21.442983684064167,-0.020773436630885156,-0.01589880205376752,0.0,nan,nan,nan,nan,nan,nan,nan
